step,episode,episode_length,episode_return,value_loss,q_loss,policy_loss,alpha,eval_return,eval_std
772000,772,1000,547.272717465565,0.32233577966690063,5.020264148712158,-81.12322998046875,0.2,,
773000,773,1000,1266.32475368886,0.268022745847702,4.274608135223389,-79.49259185791016,0.2,,
774000,774,1000,1387.2356177643665,0.33660078048706055,3.829493284225464,-81.4338150024414,0.2,,
775000,775,1000,1305.8991150736088,0.2953604459762573,4.091118812561035,-79.5748291015625,0.2,,
776000,776,1000,1354.7230803145712,0.3141437768936157,4.819107532501221,-80.29525756835938,0.2,,
777000,777,1000,1426.3099631885148,0.3118748962879181,4.538835048675537,-79.91990661621094,0.2,,
778000,778,1000,1388.7349564184267,0.3260154128074646,19.640289306640625,-80.26226806640625,0.2,,
779000,779,1000,1201.645452581098,0.2820112109184265,4.515468120574951,-79.04251098632812,0.2,,
780000,780,1000,1388.760612478644,0.4048073887825012,3.1378374099731445,-81.30755615234375,0.2,,
780000,,,,0.4048073887825012,3.1378374099731445,-81.30755615234375,0.2,1719.2671514129938,61.7589522439333
781000,781,1000,929.1308700512209,0.26223766803741455,11.837146759033203,-85.49925994873047,0.2,,
782000,782,1000,1222.3556948008727,0.3604022264480591,4.817895889282227,-83.48738098144531,0.2,,
783000,783,1000,1479.9152407118263,0.26346391439437866,3.9415230751037598,-81.53443908691406,0.2,,
784000,784,1000,428.8244258036528,0.33993613719940186,4.580043792724609,-80.83201599121094,0.2,,
785000,785,1000,774.4560961124579,0.3509237468242645,3.616988182067871,-84.11095428466797,0.2,,
786000,786,1000,1356.9025753536341,0.3135609030723572,4.445117950439453,-79.46070861816406,0.2,,
787000,787,1000,1378.2931687308944,0.2976278066635132,3.9108173847198486,-82.43867492675781,0.2,,
788000,788,1000,1435.7901563413277,0.3454386591911316,5.348109722137451,-82.92155456542969,0.2,,
789000,789,1000,1371.4883413930638,0.37334388494491577,4.809734344482422,-82.82672882080078,0.2,,
790000,790,1000,491.70036839496703,0.36004331707954407,4.314376354217529,-81.06930541992188,0.2,,
790000,,,,0.36004331707954407,4.314376354217529,-81.06930541992188,0.2,1721.541100449605,24.413696512670487
791000,791,1000,1378.6599700895122,0.2830873131752014,4.719446182250977,-80.2134017944336,0.2,,
792000,792,1000,1442.95715458364,0.3629196584224701,4.500278472900391,-81.0125503540039,0.2,,
793000,793,1000,1346.9921655476571,0.3286336064338684,5.431910991668701,-83.35968017578125,0.2,,
794000,794,1000,1353.0087463343,0.3742189407348633,52.182762145996094,-82.77925109863281,0.2,,
795000,795,1000,3.866897194602124,0.29540276527404785,4.481909275054932,-82.88268280029297,0.2,,
796000,796,1000,1388.2306036634345,0.3773172199726105,4.384735584259033,-79.7390365600586,0.2,,
797000,797,1000,1391.191986579426,0.35051429271698,4.523240089416504,-86.30751037597656,0.2,,
798000,798,1000,1346.6619991133705,0.325949490070343,4.38783597946167,-81.7233657836914,0.2,,
799000,799,1000,1397.888322930202,0.31914275884628296,4.469658851623535,-85.1585922241211,0.2,,
800000,800,1000,1323.5152547728528,0.3632230758666992,4.791910171508789,-83.25717163085938,0.2,,
800000,,,,0.3632230758666992,4.791910171508789,-83.25717163085938,0.2,1634.6129288614338,43.13024705142463
801000,801,1000,1325.6286390456783,0.31140172481536865,5.24244499206543,-82.35252380371094,0.2,,
802000,802,1000,318.3949053161061,0.2519776523113251,4.1864519119262695,-83.425537109375,0.2,,
803000,803,1000,1282.2100677592857,0.3317740559577942,4.208670616149902,-86.3652114868164,0.2,,
804000,804,1000,1407.2383134807153,0.26309293508529663,3.348583698272705,-88.03429412841797,0.2,,
805000,805,1000,-55.14313248827995,0.3452899754047394,4.461984634399414,-81.55604553222656,0.2,,
806000,806,1000,-38.17122124203629,0.35952678322792053,4.691681861877441,-86.7332763671875,0.2,,
807000,807,1000,1422.3488282664418,0.3145533800125122,4.281613349914551,-81.83209991455078,0.2,,
808000,808,1000,1344.1039613640273,0.3658503293991089,3.948566436767578,-85.85551452636719,0.2,,
809000,809,1000,1372.7995684419445,0.3396972119808197,4.116683006286621,-86.10772705078125,0.2,,
810000,810,1000,1340.5640139454429,0.36636480689048767,3.5949387550354004,-85.20248413085938,0.2,,
810000,,,,0.36636480689048767,3.5949387550354004,-85.20248413085938,0.2,1654.7415455358448,41.145407824935916
811000,811,1000,1498.154781022095,0.3864644169807434,5.215307712554932,-81.87088012695312,0.2,,
812000,812,1000,533.0312354795858,0.3658161461353302,6.252359390258789,-79.71966552734375,0.2,,
813000,813,1000,-59.47497666165581,0.30634933710098267,5.804860591888428,-84.1139144897461,0.2,,
814000,814,1000,1361.0156319849818,0.336334228515625,3.678525924682617,-86.60589599609375,0.2,,
815000,815,1000,1289.9253879842188,0.3910033702850342,90.52619934082031,-84.94282531738281,0.2,,
816000,816,1000,1394.5360527738685,0.3615710139274597,4.648268699645996,-87.09356689453125,0.2,,
817000,817,1000,1319.8091899898743,0.3852592706680298,5.377101421356201,-85.01273345947266,0.2,,
818000,818,1000,309.8004629855172,0.34639686346054077,4.596619129180908,-87.91497802734375,0.2,,
819000,819,1000,1388.0798112878851,0.3824475109577179,13.030376434326172,-87.0936279296875,0.2,,
820000,820,1000,1349.0843200784736,0.33243528008461,4.274561882019043,-86.52778625488281,0.2,,
820000,,,,0.33243528008461,4.274561882019043,-86.52778625488281,0.2,1610.9215885808946,38.44611937674211
821000,821,1000,1404.8143751296025,0.3928528428077698,81.59320068359375,-84.9873275756836,0.2,,
822000,822,1000,1292.5781838419407,0.29575905203819275,10.732300758361816,-82.57980346679688,0.2,,
823000,823,1000,-23.763544829698123,0.3811943233013153,4.864321708679199,-86.55767822265625,0.2,,
824000,824,1000,1112.9718511492867,0.36576586961746216,5.412471771240234,-84.01542663574219,0.2,,
825000,825,1000,136.03083900145256,0.35869717597961426,5.250137805938721,-85.38468933105469,0.2,,
826000,826,1000,1441.6739849319051,0.2924388647079468,4.909136772155762,-89.32437133789062,0.2,,
827000,827,1000,481.8948570632133,0.34801292419433594,4.8909382820129395,-86.16445922851562,0.2,,
828000,828,1000,1306.338942757161,0.2894843518733978,4.825263500213623,-89.04000091552734,0.2,,
829000,829,1000,1448.4971962276295,0.34964779019355774,80.15218353271484,-85.83747863769531,0.2,,
830000,830,1000,1479.8229892375316,0.31330496072769165,4.216861248016357,-86.56328582763672,0.2,,
830000,,,,0.31330496072769165,4.216861248016357,-86.56328582763672,0.2,1669.0821515605337,24.43832058656525
831000,831,1000,1285.3307632100918,0.38987869024276733,4.639543533325195,-89.73419952392578,0.2,,
832000,832,1000,1339.2577101872926,0.3387739360332489,80.593994140625,-88.8460693359375,0.2,,
833000,833,1000,1411.5634822852203,0.3124977946281433,6.55770206451416,-86.15585327148438,0.2,,
834000,834,1000,889.6982757795397,0.35310226678848267,5.310127258300781,-86.33549499511719,0.2,,
835000,835,1000,1387.0269508378847,0.31883183121681213,4.034194469451904,-90.25772857666016,0.2,,
836000,836,1000,1371.7989864283531,0.35603010654449463,69.91832733154297,-89.85366821289062,0.2,,
837000,837,1000,1388.5314361898031,0.3701232075691223,4.415363311767578,-85.20844268798828,0.2,,
838000,838,1000,1329.3932049128662,0.32102084159851074,5.803924560546875,-89.05949401855469,0.2,,
839000,839,1000,1470.406372266505,0.3777610659599304,5.050543785095215,-89.59757232666016,0.2,,
840000,840,1000,1353.6467650391362,0.4150792956352234,4.513330459594727,-89.46928405761719,0.2,,
840000,,,,0.4150792956352234,4.513330459594727,-89.46928405761719,0.2,1636.833529673515,19.280392851700558
841000,841,1000,1337.001980707127,0.29654306173324585,4.286654472351074,-86.24562072753906,0.2,,
842000,842,1000,1328.724763187527,0.3259315490722656,4.311386585235596,-89.45814514160156,0.2,,
843000,843,1000,1432.3377030751924,0.3172483444213867,103.11900329589844,-88.0295639038086,0.2,,
844000,844,1000,1430.9205544003166,0.35234177112579346,4.378694534301758,-86.63530731201172,0.2,,
845000,845,1000,1563.7469597995866,0.3574689030647278,4.668116092681885,-89.11077880859375,0.2,,
846000,846,1000,1359.8307770435124,0.32366928458213806,3.456188917160034,-89.00398254394531,0.2,,
847000,847,1000,1383.5338426880753,0.31905052065849304,4.117907524108887,-92.75553894042969,0.2,,
848000,848,1000,1463.9406349628302,0.2924075126647949,4.15315055847168,-84.64981079101562,0.2,,
849000,849,1000,882.9080178203341,0.36529844999313354,4.463550567626953,-89.54328918457031,0.2,,
850000,850,1000,1402.8556475268244,0.3011510968208313,17.248300552368164,-88.21426391601562,0.2,,
850000,,,,0.3011510968208313,17.248300552368164,-88.21426391601562,0.2,1630.8733395535542,35.258298079308965
851000,851,1000,1356.0351205918696,0.3423968255519867,4.942776679992676,-90.9299087524414,0.2,,
852000,852,1000,1415.6466139350207,0.3418249785900116,98.29996490478516,-91.68331146240234,0.2,,
853000,853,1000,1395.7583937511777,0.29649507999420166,4.261781692504883,-88.95420837402344,0.2,,
854000,854,1000,1410.7230472832682,0.3760834038257599,4.6015520095825195,-88.7575454711914,0.2,,
855000,855,1000,97.15714204171489,0.34570077061653137,4.008997917175293,-86.28746032714844,0.2,,
856000,856,1000,1506.0858488013016,0.3238399028778076,6.95481014251709,-92.01029968261719,0.2,,
857000,857,1000,159.0102414200433,0.38886991143226624,14.30255126953125,-85.50482177734375,0.2,,
858000,858,1000,1353.5150173199836,0.35206139087677,5.3235039710998535,-90.66896057128906,0.2,,
859000,859,1000,1443.7076927669484,0.3704453408718109,12.376129150390625,-88.4217758178711,0.2,,
860000,860,1000,1337.2402310138937,0.31384608149528503,13.123763084411621,-92.064208984375,0.2,,
860000,,,,0.31384608149528503,13.123763084411621,-92.064208984375,0.2,1596.9107629984996,31.799969472930893
861000,861,1000,703.4658335964344,0.3541407883167267,6.248814582824707,-86.80156707763672,0.2,,
862000,862,1000,1395.4989703864644,0.33353638648986816,4.3455810546875,-87.86324310302734,0.2,,
863000,863,1000,1445.3508914857778,0.31549933552742004,4.604860305786133,-89.03975677490234,0.2,,
864000,864,1000,1391.0278328773913,0.3734561502933502,4.370532989501953,-91.34979248046875,0.2,,
865000,865,1000,853.0756976195828,0.3601502478122711,117.08125305175781,-91.98307800292969,0.2,,
866000,866,1000,1391.409983644107,0.29992443323135376,4.476309776306152,-86.29127502441406,0.2,,
867000,867,1000,1384.5206466493432,0.36727622151374817,4.617998123168945,-83.1496810913086,0.2,,
868000,868,1000,1404.9528492908553,0.34707292914390564,5.169245719909668,-89.13111877441406,0.2,,
869000,869,1000,1418.7562854533874,0.32589030265808105,4.574002265930176,-86.7195053100586,0.2,,
870000,870,1000,1370.0272753952047,0.39722681045532227,4.99437952041626,-93.14713287353516,0.2,,
870000,,,,0.39722681045532227,4.99437952041626,-93.14713287353516,0.2,1604.3939673469254,39.3255314413576
871000,871,1000,1463.0712179861835,0.31337007880210876,4.199619293212891,-90.10934448242188,0.2,,
872000,872,1000,1404.2809987632663,0.2901982069015503,12.622746467590332,-89.69461822509766,0.2,,
873000,873,1000,534.0954751756082,0.3161523640155792,3.835139274597168,-92.44252014160156,0.2,,
874000,874,1000,1366.5008467938787,0.42963194847106934,4.76771879196167,-92.04296875,0.2,,
875000,875,1000,1363.569565466775,0.4390987157821655,4.935608863830566,-91.06351470947266,0.2,,
876000,876,1000,1383.2895973115055,0.3147846460342407,123.5411148071289,-94.21778106689453,0.2,,
877000,877,1000,1390.7087933653268,0.3491428792476654,110.69790649414062,-94.4548568725586,0.2,,
878000,878,1000,1434.4791997780837,0.39618998765945435,5.774823188781738,-93.45787048339844,0.2,,
879000,879,1000,1422.549847298679,0.38700419664382935,98.22432708740234,-93.10919952392578,0.2,,
880000,880,1000,1343.3991579001613,0.3334348201751709,4.191266059875488,-94.28248596191406,0.2,,
880000,,,,0.3334348201751709,4.191266059875488,-94.28248596191406,0.2,1572.0556027012508,26.260594651700956
881000,881,1000,-86.97512656230978,0.361371248960495,4.679780006408691,-92.27204132080078,0.2,,
882000,882,1000,1433.1004257066363,0.32154327630996704,12.963459968566895,-92.4880599975586,0.2,,
883000,883,1000,1398.0833729374237,0.4202594757080078,4.1901421546936035,-91.6769027709961,0.2,,
884000,884,1000,1319.3881437441983,0.3452417850494385,5.057160377502441,-91.34678649902344,0.2,,
885000,885,1000,1409.9078113106775,0.3743640184402466,90.89185333251953,-91.98263549804688,0.2,,
886000,886,1000,1379.2483458736606,0.3081229031085968,4.684341907501221,-91.739501953125,0.2,,
887000,887,1000,1305.731132121337,0.401403546333313,5.455078601837158,-91.39093780517578,0.2,,
888000,888,1000,1335.278267044218,0.3405171036720276,5.613375663757324,-92.97019958496094,0.2,,
889000,889,1000,1347.0990878643659,0.38968050479888916,11.259071350097656,-91.47699737548828,0.2,,
890000,890,1000,843.8516698300913,0.33784642815589905,5.069179534912109,-94.4405517578125,0.2,,
890000,,,,0.33784642815589905,5.069179534912109,-94.4405517578125,0.2,1611.6479328481948,31.411853570942455
891000,891,1000,1341.9153463641028,0.3777190148830414,6.073307037353516,-94.67301940917969,0.2,,
892000,892,1000,269.86451779919537,0.3730284571647644,5.103773593902588,-91.86183166503906,0.2,,
893000,893,1000,1315.6073010954187,0.3369032144546509,5.271005153656006,-96.47972869873047,0.2,,
894000,894,1000,1009.592468584714,0.3254520893096924,97.89204406738281,-93.56341552734375,0.2,,
895000,895,1000,1240.0544077610823,0.31189092993736267,5.409656524658203,-93.81769561767578,0.2,,
896000,896,1000,1488.5847453726378,0.3554793894290924,110.35218811035156,-95.35653686523438,0.2,,
897000,897,1000,1344.4441694594814,0.3099329471588135,4.83612585067749,-91.38084411621094,0.2,,
898000,898,1000,1415.489269506848,0.3402957022190094,4.549688339233398,-91.44480895996094,0.2,,
899000,899,1000,-153.83252584848628,0.3270539939403534,5.225772857666016,-95.31536102294922,0.2,,
900000,900,1000,1366.6615053442977,0.39499732851982117,120.16047668457031,-92.24351501464844,0.2,,
900000,,,,0.39499732851982117,120.16047668457031,-92.24351501464844,0.2,1615.7410755873602,38.81359616225039
901000,901,1000,1437.6970608306558,0.3345826268196106,74.2517318725586,-96.43559265136719,0.2,,
902000,902,1000,1344.7157264398104,0.32845211029052734,8.065919876098633,-91.83360290527344,0.2,,
903000,903,1000,1357.9064293035817,0.3428986072540283,98.97225952148438,-93.2655029296875,0.2,,
904000,904,1000,1283.2181542241085,0.3362981081008911,4.320516586303711,-91.87385559082031,0.2,,
905000,905,1000,1356.546224602534,0.31735092401504517,3.717015504837036,-94.44168853759766,0.2,,
906000,906,1000,1432.5213033168768,0.43156617879867554,6.135594367980957,-96.21942901611328,0.2,,
907000,907,1000,1331.0347369931137,0.3238475024700165,13.130722045898438,-94.05338287353516,0.2,,
908000,908,1000,1508.572979285339,0.4527749717235565,6.423409461975098,-93.84805297851562,0.2,,
909000,909,1000,1375.451893144556,0.31417256593704224,121.37408447265625,-90.55289459228516,0.2,,
910000,910,1000,-83.45975882793816,0.35669463872909546,3.4969422817230225,-93.64886474609375,0.2,,
910000,,,,0.35669463872909546,3.4969422817230225,-93.64886474609375,0.2,1559.9701605766884,63.02765873556955
911000,911,1000,1403.6438217651091,0.360812783241272,3.8595070838928223,-95.96785736083984,0.2,,
912000,912,1000,1450.1465918917042,0.37409114837646484,5.980114936828613,-93.98888397216797,0.2,,
913000,913,1000,1378.1717524289018,0.31815147399902344,4.653918266296387,-93.92866516113281,0.2,,
914000,914,1000,1394.5816954283603,0.36454811692237854,4.4100422859191895,-96.13287353515625,0.2,,
915000,915,1000,1299.5848682470248,0.3754742741584778,5.4445953369140625,-91.45576477050781,0.2,,
916000,916,1000,1356.9723345845462,0.3754551410675049,5.283563137054443,-96.80787658691406,0.2,,
917000,917,1000,1347.630520194645,0.3721088767051697,5.296075344085693,-94.71150207519531,0.2,,
918000,918,1000,1370.7335226782213,0.34507283568382263,4.346805095672607,-94.76023864746094,0.2,,
919000,919,1000,1428.3951944054181,0.3862380087375641,4.6295485496521,-91.31965637207031,0.2,,
920000,920,1000,1360.382005105814,0.33744701743125916,102.17947387695312,-93.23345184326172,0.2,,
920000,,,,0.33744701743125916,102.17947387695312,-93.23345184326172,0.2,1563.4383625619103,11.757078491229004
921000,921,1000,1356.3264189658369,0.2988768219947815,13.95215892791748,-92.0822525024414,0.2,,
922000,922,1000,1305.6314117054862,0.3732489347457886,5.127344131469727,-93.09525299072266,0.2,,
923000,923,1000,968.0302788775612,0.3401029407978058,4.730874538421631,-95.42111206054688,0.2,,
924000,924,1000,1358.494659327225,0.31771713495254517,3.9275074005126953,-95.40567016601562,0.2,,
925000,925,1000,1288.3915899694196,0.34797513484954834,4.151061534881592,-96.30204010009766,0.2,,
926000,926,1000,1359.6034936934273,0.3618595004081726,5.266874313354492,-95.1941146850586,0.2,,
927000,927,1000,1349.2578678091913,0.3237580955028534,5.627361297607422,-97.36077117919922,0.2,,
928000,928,1000,1493.689652220226,0.2953004240989685,88.22744750976562,-96.4031982421875,0.2,,
929000,929,1000,1460.0139901794782,0.3409518301486969,4.919672966003418,-96.00443267822266,0.2,,
930000,930,1000,1382.9851358567776,0.31054386496543884,4.731931686401367,-95.2018051147461,0.2,,
930000,,,,0.31054386496543884,4.731931686401367,-95.2018051147461,0.2,1576.7431286813164,48.906879557997776
931000,931,1000,1445.9724534419292,0.34401318430900574,14.838045120239258,-98.63599395751953,0.2,,
932000,932,1000,1359.0900433107709,0.35909342765808105,4.819906234741211,-96.77205657958984,0.2,,
933000,933,1000,1353.6862162181446,0.30342161655426025,4.82295036315918,-90.8668212890625,0.2,,
934000,934,1000,1417.8591313209831,0.3623467981815338,4.181887626647949,-98.80341339111328,0.2,,
935000,935,1000,1320.2316327639717,0.3035239577293396,4.729666709899902,-95.56061553955078,0.2,,
936000,936,1000,1341.9416003097544,0.33964017033576965,4.544071674346924,-95.55472564697266,0.2,,
937000,937,1000,1301.6597166766878,0.40439164638519287,4.648101806640625,-99.35328674316406,0.2,,
938000,938,1000,1427.2874572149008,0.3252924084663391,12.655181884765625,-99.69828796386719,0.2,,
939000,939,1000,1395.527332263738,0.3163476288318634,5.451152801513672,-96.45066833496094,0.2,,
940000,940,1000,1468.892497204036,0.41191428899765015,4.081353664398193,-97.2507553100586,0.2,,
940000,,,,0.41191428899765015,4.081353664398193,-97.2507553100586,0.2,1585.595295262302,64.30038075490899
941000,941,1000,1293.3900033890395,0.30994105339050293,4.507115364074707,-95.86103820800781,0.2,,
942000,942,1000,1291.2190792011745,0.3958355188369751,5.01414155960083,-95.85015869140625,0.2,,
943000,943,1000,1371.3254468967605,0.30292338132858276,106.06168365478516,-94.81853485107422,0.2,,
944000,944,1000,1431.9273898638905,0.41712549328804016,4.14247989654541,-98.80142974853516,0.2,,
945000,945,1000,1360.0207712801528,0.36133307218551636,5.205364227294922,-100.49208068847656,0.2,,
946000,946,1000,1282.5415557643764,0.3602517545223236,4.738955497741699,-96.13446044921875,0.2,,
947000,947,1000,1431.1202926056676,0.32782799005508423,305.0685729980469,-98.61544799804688,0.2,,
948000,948,1000,1389.0015519720225,0.2992264926433563,4.261869430541992,-99.64947509765625,0.2,,
949000,949,1000,1439.768970982524,0.31663990020751953,3.7244949340820312,-93.02899169921875,0.2,,
950000,950,1000,1416.8840386744414,0.28351059556007385,123.30747985839844,-95.09710693359375,0.2,,
950000,,,,0.28351059556007385,123.30747985839844,-95.09710693359375,0.2,1591.7528980275977,76.94413947801733
951000,951,1000,1405.432737118302,0.3280029296875,5.3286285400390625,-99.99659729003906,0.2,,
952000,952,1000,1326.1710373254575,0.27446019649505615,13.722312927246094,-97.62455749511719,0.2,,
953000,953,1000,1445.357262120174,0.3352757692337036,103.29127502441406,-99.17017364501953,0.2,,
954000,954,1000,1404.396637074467,0.33298546075820923,14.719619750976562,-94.88090515136719,0.2,,
955000,955,1000,1443.615885646855,0.26944833993911743,128.23793029785156,-98.48405456542969,0.2,,
956000,956,1000,1258.94632161365,0.3607983887195587,4.446826457977295,-96.89117431640625,0.2,,
957000,957,1000,1311.0748147371235,0.3077896237373352,5.576597213745117,-98.70051574707031,0.2,,
958000,958,1000,1284.258324331763,0.3388069272041321,3.942800998687744,-98.51974487304688,0.2,,
959000,959,1000,1397.2046779985217,0.3789675831794739,5.749370574951172,-94.50019836425781,0.2,,
960000,960,1000,1355.8951062713406,0.32848262786865234,5.495502471923828,-95.88406372070312,0.2,,
960000,,,,0.32848262786865234,5.495502471923828,-95.88406372070312,0.2,1511.4327612282368,30.244590298194357
961000,961,1000,1497.3234810149845,0.31748878955841064,5.061825752258301,-95.84657287597656,0.2,,
962000,962,1000,1489.798480375918,0.30053019523620605,4.377208709716797,-99.7130355834961,0.2,,
963000,963,1000,1465.4021246784773,0.2867788076400757,3.949150800704956,-98.34134674072266,0.2,,
964000,964,1000,1426.9468002975298,0.32559823989868164,5.163882255554199,-96.86091613769531,0.2,,
965000,965,1000,1487.0664423110074,0.39204147458076477,4.705753326416016,-96.63386535644531,0.2,,
966000,966,1000,1425.1086424348712,0.29429441690444946,4.682188987731934,-100.99124908447266,0.2,,
967000,967,1000,1304.2478538823766,0.34191033244132996,4.798900604248047,-100.93356323242188,0.2,,
968000,968,1000,1378.6704730579486,0.25949838757514954,4.470457077026367,-97.79931640625,0.2,,
969000,969,1000,1286.7898482935823,0.33152803778648376,14.234103202819824,-98.30623626708984,0.2,,
970000,970,1000,1362.749123498066,0.2882418632507324,4.559634208679199,-104.54766082763672,0.2,,
970000,,,,0.2882418632507324,4.559634208679199,-104.54766082763672,0.2,1542.8053553681907,37.289690957982664
971000,971,1000,1486.9070083956726,0.35824692249298096,147.22677612304688,-97.77623748779297,0.2,,
972000,972,1000,1297.479661342525,0.2747734785079956,4.087721824645996,-98.95265197753906,0.2,,
973000,973,1000,1487.1108848556569,0.3094460964202881,5.873093605041504,-99.59300994873047,0.2,,
974000,974,1000,1407.0245993421474,0.36601758003234863,14.24853801727295,-99.7955322265625,0.2,,
975000,975,1000,1450.5590325780258,0.32060521841049194,4.245724678039551,-100.54058837890625,0.2,,
976000,976,1000,1346.7538057753861,0.3667256236076355,4.417181968688965,-102.25654602050781,0.2,,
977000,977,1000,1363.3162829171185,0.4047512710094452,118.48731994628906,-101.30488586425781,0.2,,
978000,978,1000,1449.8514852667904,0.3317091464996338,5.653184413909912,-102.72123718261719,0.2,,
979000,979,1000,1459.750147093066,0.33101123571395874,107.69532012939453,-96.35376739501953,0.2,,
980000,980,1000,1446.5217042796473,0.3769657015800476,5.537273406982422,-99.58110046386719,0.2,,
980000,,,,0.3769657015800476,5.537273406982422,-99.58110046386719,0.2,1543.9033763223154,79.911557981202
981000,981,1000,1367.9688986691863,0.3857210576534271,5.4180073738098145,-99.72309875488281,0.2,,
982000,982,1000,1398.841702852977,0.35730409622192383,4.326653480529785,-98.04524230957031,0.2,,
983000,983,1000,1446.035055608543,0.3842218518257141,4.938056945800781,-98.94548034667969,0.2,,
984000,984,1000,1386.9040730925112,0.37581703066825867,6.481176376342773,-101.95822143554688,0.2,,
985000,985,1000,1432.2204738841426,0.36628973484039307,4.979218482971191,-102.27725219726562,0.2,,
986000,986,1000,1481.43231145774,0.3487464189529419,5.671238899230957,-101.157958984375,0.2,,
987000,987,1000,1390.4050848176325,0.33241015672683716,5.466216087341309,-101.89779663085938,0.2,,
988000,988,1000,1426.7399674697451,0.3857461214065552,6.849753379821777,-100.86388397216797,0.2,,
989000,989,1000,1459.204864619824,0.2820950448513031,3.6958632469177246,-104.10758972167969,0.2,,
990000,990,1000,1475.261832604721,0.3252830505371094,4.638721466064453,-103.3583755493164,0.2,,
990000,,,,0.3252830505371094,4.638721466064453,-103.3583755493164,0.2,1559.8130033623274,47.182226962817026
991000,991,1000,1380.3886225655358,0.4174720346927643,4.904323577880859,-99.43821716308594,0.2,,
992000,992,1000,542.9933142432905,0.4056127071380615,4.420371055603027,-99.64398193359375,0.2,,
993000,993,1000,1042.8199995990985,0.30904465913772583,5.211332321166992,-93.88221740722656,0.2,,
994000,994,1000,1401.8614771867535,0.3089103102684021,4.741910457611084,-100.86775207519531,0.2,,
995000,995,1000,1378.1912579547163,0.365966260433197,6.0487446784973145,-101.19096374511719,0.2,,
996000,996,1000,1419.6625414526718,0.34524106979370117,13.857755661010742,-101.58442687988281,0.2,,
997000,997,1000,1372.184256237715,0.3176581859588623,4.462789535522461,-100.49420166015625,0.2,,
998000,998,1000,1350.0213822890173,0.3139883875846863,4.359806060791016,-100.42292022705078,0.2,,
999000,999,1000,1450.7951986722646,0.32511165738105774,4.107908725738525,-101.31582641601562,0.2,,
1000000,1000,1000,1495.673106248254,0.3138889670372009,5.2242431640625,-102.16252899169922,0.2,,
1000000,,,,0.3138889670372009,5.2242431640625,-102.16252899169922,0.2,1601.3353178763805,45.07620347930715
